Date,Hour,Daily Peak Probability
5/15/2009,10,0.033
5/15/2009,11,0.035
5/15/2009,12,0.037
5/15/2009,13,0.040
5/15/2009,14,0.042
5/15/2009,15,0.045
5/15/2009,16,0.048
5/15/2009,17,0.051
5/15/2009,18,0.055
5/15/2009,19,0.058
5/15/2009,20,0.062
5/15/2009,21,0.066
5/15/2009,22,0.071
5/15/2009,23,0.075
5/15/2009,24,0.080
5/16/2009,1,0.018
5/16/2009,2,0.019
5/16/2009,3,0.021
5/16/2009,4,0.022
5/16/2009,5,0.024
5/16/2009,6,0.025
5/16/2009,7,0.027
5/16/2009,8,0.029
5/16/2009,9,0.031
5/16/2009,10,0.033
5/16/2009,11,0.035
5/16/2009,12,0.037
5/16/2009,13,0.040
5/16/2009,14,0.042
5/16/2009,15,0.045
5/16/2009,16,0.048
5/16/2009,17,0.051
5/16/2009,18,0.055
5/16/2009,19,0.058
5/16/2009,20,0.062
5/16/2009,21,0.066
5/16/2009,22,0.070
5/16/2009,23,0.075
5/16/2009,24,0.080
5/17/2009,1,0.018
5/17/2009,2,0.020
5/17/2009,3,0.021
5/17/2009,4,0.022
5/17/2009,5,0.024
5/17/2009,6,0.025
5/17/2009,7,0.027
5/17/2009,8,0.029
5/17/2009,9,0.031
5/17/2009,10,0.033
5/17/2009,11,0.035
5/17/2009,12,0.038
5/17/2009,13,0.040
5/17/2009,14,0.043
5/17/2009,15,0.046
5/17/2009,16,0.049
5/17/2009,17,0.052
5/17/2009,18,0.055
5/17/2009,19,0.059
5/17/2009,20,0.063
5/17/2009,21,0.067
5/17/2009,22,0.071
5/17/2009,23,0.075
5/17/2009,24,0.080
5/18/2009,1,0.018
5/18/2009,2,0.020
5/18/2009,3,0.021
5/18/2009,4,0.022
5/18/2009,5,0.024
5/18/2009,6,0.025
5/18/2009,7,0.027
5/18/2009,8,0.029
5/18/2009,9,0.031
5/18/2009,10,0.033
5/18/2009,11,0.035
5/18/2009,12,0.038
5/18/2009,13,0.040
5/18/2009,14,0.043
5/18/2009,15,0.045
5/18/2009,16,0.048
5/18/2009,17,0.052
5/18/2009,18,0.055
5/18/2009,19,0.059
5/18/2009,20,0.062
5/18/2009,21,0.067
5/18/2009,22,0.071
5/18/2009,23,0.075
5/18/2009,24,0.080
5/19/2009,1,0.018
5/19/2009,2,0.020
5/19/2009,3,0.021
5/19/2009,4,0.022
5/19/2009,5,0.024
5/19/2009,6,0.025
5/19/2009,7,0.027
5/19/2009,8,0.029
5/19/2009,9,0.031
5/19/2009,10,0.033
5/19/2009,11,0.035
5/19/2009,12,0.037
5/19/2009,13,0.040
5/19/2009,14,0.043
5/19/2009,15,0.045
5/19/2009,16,0.048
5/19/2009,17,0.052
5/19/2009,18,0.055
5/19/2009,19,0.059
5/19/2009,20,0.062
5/19/2009,21,0.066
5/19/2009,22,0.071
5/19/2009,23,0.075
5/19/2009,24,0.080
5/20/2009,1,0.018
5/20/2009,2,0.019
5/20/2009,3,0.021
5/20/2009,4,0.022
5/20/2009,5,0.024
5/20/2009,6,0.025
5/20/2009,7,0.027
5/20/2009,8,0.029
5/20/2009,9,0.031
5/20/2009,10,0.033
5/20/2009,11,0.035
5/20/2009,12,0.037
5/20/2009,13,0.040
5/20/2009,14,0.043
5/20/2009,15,0.045
5/20/2009,16,0.048
5/20/2009,17,0.052
5/20/2009,18,0.055
5/20/2009,19,0.059
5/20/2009,20,0.062
5/20/2009,21,0.066
5/20/2009,22,0.071
5/20/2009,23,0.075
5/20/2009,24,0.080
5/21/2009,1,0.018
5/21/2009,2,0.019
5/21/2009,3,0.021
5/21/2009,4,0.022
5/21/2009,5,0.024
5/21/2009,6,0.025
5/21/2009,7,0.027
5/21/2009,8,0.029
5/21/2009,9,0.031
5/21/2009,10,0.033
5/21/2009,11,0.035
5/21/2009,12,0.037
5/21/2009,13,0.040
5/21/2009,14,0.043
5/21/2009,15,0.045
5/21/2009,16,0.048
5/21/2009,17,0.052
5/21/2009,18,0.055
5/21/2009,19,0.058
5/21/2009,20,0.062
5/21/2009,21,0.066
5/21/2009,22,0.071
5/21/2009,23,0.075
5/21/2009,24,0.080
5/22/2009,1,0.018
5/22/2009,2,0.019
5/22/2009,3,0.021
5/22/2009,4,0.022
5/22/2009,5,0.024
5/22/2009,6,0.025
5/22/2009,7,0.027
5/22/2009,8,0.029
5/22/2009,9,0.031
5/22/2009,10,0.033
5/22/2009,11,0.035
5/22/2009,12,0.037
5/22/2009,13,0.040
5/22/2009,14,0.042
5/22/2009,15,0.045
5/22/2009,16,0.048
5/22/2009,17,0.051
5/22/2009,18,0.055
5/22/2009,19,0.058
5/22/2009,20,0.062
5/22/2009,21,0.066
5/22/2009,22,0.071
5/22/2009,23,0.075
5/22/2009,24,0.080
5/23/2009,1,0.018
5/23/2009,2,0.019
5/23/2009,3,0.021
5/23/2009,4,0.022
5/23/2009,5,0.024
5/23/2009,6,0.025
5/23/2009,7,0.027
5/23/2009,8,0.029
5/23/2009,9,0.031
5/23/2009,10,0.033
5/23/2009,11,0.035
5/23/2009,12,0.037
5/23/2009,13,0.040
5/23/2009,14,0.042
5/23/2009,15,0.045
5/23/2009,16,0.048
5/23/2009,17,0.051
5/23/2009,18,0.055
5/23/2009,19,0.058
5/23/2009,20,0.062
5/23/2009,21,0.066
5/23/2009,22,0.070
5/23/2009,23,0.075
5/23/2009,24,0.080
5/24/2009,1,0.018
5/24/2009,2,0.020
5/24/2009,3,0.021
5/24/2009,4,0.022
5/24/2009,5,0.024
5/24/2009,6,0.025
5/24/2009,7,0.027
5/24/2009,8,0.029
5/24/2009,9,0.031
5/24/2009,10,0.033
5/24/2009,11,0.035
5/24/2009,12,0.038
5/24/2009,13,0.040
5/24/2009,14,0.043
5/24/2009,15,0.046
5/24/2009,16,0.049
5/24/2009,17,0.052
5/24/2009,18,0.055
5/24/2009,19,0.059
5/24/2009,20,0.063
5/24/2009,21,0.067
5/24/2009,22,0.071
5/24/2009,23,0.075
5/24/2009,24,0.080
5/25/2009,1,0.018
5/25/2009,2,0.020
5/25/2009,3,0.021
5/25/2009,4,0.022
5/25/2009,5,0.024
5/25/2009,6,0.025
5/25/2009,7,0.027
5/25/2009,8,0.029
5/25/2009,9,0.031
5/25/2009,10,0.033
5/25/2009,11,0.035
5/25/2009,12,0.038
5/25/2009,13,0.040
5/25/2009,14,0.043
5/25/2009,15,0.045
5/25/2009,16,0.048
5/25/2009,17,0.052
5/25/2009,18,0.055
5/25/2009,19,0.059
5/25/2009,20,0.062
5/25/2009,21,0.067
5/25/2009,22,0.071
5/25/2009,23,0.075
5/25/2009,24,0.080
5/26/2009,1,0.018
5/26/2009,2,0.020
5/26/2009,3,0.021
5/26/2009,4,0.022
5/26/2009,5,0.024
5/26/2009,6,0.025
5/26/2009,7,0.027
5/26/2009,8,0.029
5/26/2009,9,0.031
5/26/2009,10,0.033
5/26/2009,11,0.035
5/26/2009,12,0.037
5/26/2009,13,0.040
5/26/2009,14,0.043
5/26/2009,15,0.045
5/26/2009,16,0.048
5/26/2009,17,0.052
5/26/2009,18,0.055
5/26/2009,19,0.059
5/26/2009,20,0.062
5/26/2009,21,0.066
5/26/2009,22,0.071
5/26/2009,23,0.075
5/26/2009,24,0.080
5/27/2009,1,0.018
5/27/2009,2,0.019
5/27/2009,3,0.021
5/27/2009,4,0.022
5/27/2009,5,0.024
5/27/2009,6,0.025
5/27/2009,7,0.027
5/27/2009,8,0.029
5/27/2009,9,0.031
5/27/2009,10,0.033
5/27/2009,11,0.035
5/27/2009,12,0.037
5/27/2009,13,0.040
5/27/2009,14,0.043
5/27/2009,15,0.045
5/27/2009,16,0.048
5/27/2009,17,0.052
5/27/2009,18,0.055
5/27/2009,19,0.059
5/27/2009,20,0.062
5/27/2009,21,0.066
5/27/2009,22,0.071
5/27/2009,23,0.075
5/27/2009,24,0.080
5/28/2009,1,0.018
5/28/2009,2,0.019
5/28/2009,3,0.021
5/28/2009,4,0.022
5/28/2009,5,0.024
5/28/2009,6,0.025
5/28/2009,7,0.027
5/28/2009,8,0.029
5/28/2009,9,0.031
5/28/2009,10,0.033
5/28/2009,11,0.035
5/28/2009,12,0.037
5/28/2009,13,0.040
5/28/2009,14,0.043
5/28/2009,15,0.045
5/28/2009,16,0.048
5/28/2009,17,0.052
5/28/2009,18,0.055
5/28/2009,19,0.058
5/28/2009,20,0.062
5/28/2009,21,0.066
5/28/2009,22,0.071
5/28/2009,23,0.075
5/28/2009,24,0.080
5/29/2009,1,0.018
5/29/2009,2,0.019
5/29/2009,3,0.021
5/29/2009,4,0.022
5/29/2009,5,0.024
5/29/2009,6,0.025
5/29/2009,7,0.027
5/29/2009,8,0.029
5/29/2009,9,0.031
5/29/2009,10,0.033
5/29/2009,11,0.035
5/29/2009,12,0.037
5/29/2009,13,0.040
5/29/2009,14,0.042
5/29/2009,15,0.045
5/29/2009,16,0.048
5/29/2009,17,0.051
5/29/2009,18,0.055
5/29/2009,19,0.058
5/29/2009,20,0.062
5/29/2009,21,0.066
5/29/2009,22,0.071
5/29/2009,23,0.075
5/29/2009,24,0.080
5/30/2009,1,0.018
5/30/2009,2,0.019
5/30/2009,3,0.021
5/30/2009,4,0.022
5/30/2009,5,0.024
5/30/2009,6,0.025
5/30/2009,7,0.027
5/30/2009,8,0.029
5/30/2009,9,0.031
5/30/2009,10,0.033
5/30/2009,11,0.035
5/30/2009,12,0.037
5/30/2009,13,0.040
5/30/2009,14,0.042
5/30/2009,15,0.045
5/30/2009,16,0.048
5/30/2009,17,0.051
5/30/2009,18,0.055
5/30/2009,19,0.058
5/30/2009,20,0.062
5/30/2009,21,0.066
5/30/2009,22,0.070
5/30/2009,23,0.075
5/30/2009,24,0.080
5/31/2009,1,0.018
5/31/2009,2,0.020
5/31/2009,3,0.021
5/31/2009,4,0.022
5/31/2009,5,0.024
5/31/2009,6,0.025
5/31/2009,7,0.027
5/31/2009,8,0.029
5/31/2009,9,0.031
5/31/2009,10,0.033
5/31/2009,11,0.035
5/31/2009,12,0.038
5/31/2009,13,0.040
5/31/2009,14,0.043
5/31/2009,15,0.046
5/31/2009,16,0.049
5/31/2009,17,0.052
5/31/2009,18,0.055
5/31/2009,19,0.059
5/31/2009,20,0.063
5/31/2009,21,0.067
5/31/2009,22,0.071
5/31/2009,23,0.075
5/31/2009,24,0.080
6/1/2009,1,0.018
6/1/2009,2,0.020
6/1/2009,3,0.021
6/1/2009,4,0.022
6/1/2009,5,0.024
6/1/2009,6,0.025
6/1/2009,7,0.027
6/1/2009,8,0.029
6/1/2009,9,0.031
6/1/2009,10,0.033
6/1/2009,11,0.035
6/1/2009,12,0.038
6/1/2009,13,0.040
6/1/2009,14,0.043
6/1/2009,15,0.046
6/1/2009,16,0.049
6/1/2009,17,0.052
6/1/2009,18,0.055
6/1/2009,19,0.059
6/1/2009,20,0.063
6/1/2009,21,0.067
6/1/2009,22,0.071
6/1/2009,23,0.075
6/1/2009,24,0.080
6/2/2009,1,0.018
6/2/2009,2,0.020
6/2/2009,3,0.021
6/2/2009,4,0.022
6/2/2009,5,0.024
6/2/2009,6,0.025
6/2/2009,7,0.027
6/2/2009,8,0.029
6/2/2009,9,0.031
6/2/2009,10,0.033
6/2/2009,11,0.035
6/2/2009,12,0.038
6/2/2009,13,0.040
6/2/2009,14,0.043
6/2/2009,15,0.046
6/2/2009,16,0.049
6/2/2009,17,0.052
6/2/2009,18,0.055
6/2/2009,19,0.059
6/2/2009,20,0.063
6/2/2009,21,0.067
6/2/2009,22,0.071
6/2/2009,23,0.075
6/2/2009,24,0.080
6/3/2009,1,0.018
6/3/2009,2,0.020
6/3/2009,3,0.021
6/3/2009,4,0.022
6/3/2009,5,0.024
6/3/2009,6,0.025
6/3/2009,7,0.027
6/3/2009,8,0.029
6/3/2009,9,0.031
6/3/2009,10,0.033
6/3/2009,11,0.035
6/3/2009,12,0.037
6/3/2009,13,0.040
6/3/2009,14,0.043
6/3/2009,15,0.045
6/3/2009,16,0.048
6/3/2009,17,0.052
6/3/2009,18,0.055
6/3/2009,19,0.059
6/3/2009,20,0.062
6/3/2009,21,0.067
6/3/2009,22,0.071
6/3/2009,23,0.075
6/3/2009,24,0.080
6/4/2009,1,0.018
6/4/2009,2,0.020
6/4/2009,3,0.021
6/4/2009,4,0.022
6/4/2009,5,0.024
6/4/2009,6,0.025
6/4/2009,7,0.027
6/4/2009,8,0.029
6/4/2009,9,0.031
6/4/2009,10,0.033
6/4/2009,11,0.035
6/4/2009,12,0.037
6/4/2009,13,0.040
6/4/2009,14,0.043
6/4/2009,15,0.045
6/4/2009,16,0.048
6/4/2009,17,0.052
6/4/2009,18,0.055
6/4/2009,19,0.059
6/4/2009,20,0.062
6/4/2009,21,0.066
6/4/2009,22,0.071
6/4/2009,23,0.075
6/4/2009,24,0.080
6/5/2009,1,0.018
6/5/2009,2,0.019
6/5/2009,3,0.021
6/5/2009,4,0.022
6/5/2009,5,0.024
6/5/2009,6,0.025
6/5/2009,7,0.027
6/5/2009,8,0.029
6/5/2009,9,0.031
6/5/2009,10,0.033
6/5/2009,11,0.035
6/5/2009,12,0.037
6/5/2009,13,0.040
6/5/2009,14,0.043
6/5/2009,15,0.045
6/5/2009,16,0.048
6/5/2009,17,0.052
6/5/2009,18,0.055
6/5/2009,19,0.059
6/5/2009,20,0.062
6/5/2009,21,0.066
6/5/2009,22,0.071
6/5/2009,23,0.075
6/5/2009,24,0.080
6/6/2009,1,0.018
6/6/2009,2,0.019
6/6/2009,3,0.021
6/6/2009,4,0.022
6/6/2009,5,0.024
6/6/2009,6,0.025
6/6/2009,7,0.027
6/6/2009,8,0.029
6/6/2009,9,0.031
6/6/2009,10,0.033
6/6/2009,11,0.035
6/6/2009,12,0.037
6/6/2009,13,0.040
6/6/2009,14,0.043
6/6/2009,15,0.045
6/6/2009,16,0.048
6/6/2009,17,0.052
6/6/2009,18,0.055
6/6/2009,19,0.058
6/6/2009,20,0.062
6/6/2009,21,0.066
6/6/2009,22,0.071
6/6/2009,23,0.075
6/6/2009,24,0.080
6/7/2009,1,0.018
6/7/2009,2,0.020
6/7/2009,3,0.021
6/7/2009,4,0.022
6/7/2009,5,0.024
6/7/2009,6,0.025
6/7/2009,7,0.027
6/7/2009,8,0.029
6/7/2009,9,0.031
6/7/2009,10,0.033
6/7/2009,11,0.035
6/7/2009,12,0.038
6/7/2009,13,0.040
6/7/2009,14,0.043
6/7/2009,15,0.046
6/7/2009,16,0.049
6/7/2009,17,0.052
6/7/2009,18,0.055
6/7/2009,19,0.059
6/7/2009,20,0.063
6/7/2009,21,0.067
6/7/2009,22,0.071
6/7/2009,23,0.076
6/7/2009,24,0.080
6/8/2009,1,0.018
6/8/2009,2,0.020
6/8/2009,3,0.021
6/8/2009,4,0.022
6/8/2009,5,0.024
6/8/2009,6,0.025
6/8/2009,7,0.027
6/8/2009,8,0.029
6/8/2009,9,0.031
6/8/2009,10,0.033
6/8/2009,11,0.035
6/8/2009,12,0.038
6/8/2009,13,0.040
6/8/2009,14,0.043
6/8/2009,15,0.046
6/8/2009,16,0.049
6/8/2009,17,0.052
6/8/2009,18,0.055
6/8/2009,19,0.059
6/8/2009,20,0.063
6/8/2009,21,0.067
6/8/2009,22,0.071
6/8/2009,23,0.075
6/8/2009,24,0.080
6/9/2009,1,0.018
6/9/2009,2,0.020
6/9/2009,3,0.021
6/9/2009,4,0.022
6/9/2009,5,0.024
6/9/2009,6,0.025
6/9/2009,7,0.027
6/9/2009,8,0.029
6/9/2009,9,0.031
6/9/2009,10,0.033
6/9/2009,11,0.035
6/9/2009,12,0.038
6/9/2009,13,0.040
6/9/2009,14,0.043
6/9/2009,15,0.046
6/9/2009,16,0.049
6/9/2009,17,0.052
6/9/2009,18,0.055
6/9/2009,19,0.059
6/9/2009,20,0.063
6/9/2009,21,0.067
6/9/2009,22,0.071
6/9/2009,23,0.075
6/9/2009,24,0.080
6/10/2009,1,0.018
6/10/2009,2,0.020
6/10/2009,3,0.021
6/10/2009,4,0.022
6/10/2009,5,0.024
6/10/2009,6,0.025
6/10/2009,7,0.027
6/10/2009,8,0.029
6/10/2009,9,0.031
6/10/2009,10,0.033
6/10/2009,11,0.035
6/10/2009,12,0.037
6/10/2009,13,0.040
6/10/2009,14,0.043
6/10/2009,15,0.045
6/10/2009,16,0.048
6/10/2009,17,0.052
6/10/2009,18,0.055
6/10/2009,19,0.059
6/10/2009,20,0.062
6/10/2009,21,0.067
6/10/2009,22,0.071
6/10/2009,23,0.075
6/10/2009,24,0.080
6/11/2009,1,0.018
6/11/2009,2,0.020
6/11/2009,3,0.021
6/11/2009,4,0.022
6/11/2009,5,0.024
6/11/2009,6,0.025
6/11/2009,7,0.027
6/11/2009,8,0.029
6/11/2009,9,0.031
6/11/2009,10,0.033
6/11/2009,11,0.035
6/11/2009,12,0.037
6/11/2009,13,0.040
6/11/2009,14,0.043
6/11/2009,15,0.045
6/11/2009,16,0.048
6/11/2009,17,0.052
6/11/2009,18,0.055
6/11/2009,19,0.059
6/11/2009,20,0.062
6/11/2009,21,0.066
6/11/2009,22,0.071
6/11/2009,23,0.075
6/11/2009,24,0.080
6/12/2009,1,0.018
6/12/2009,2,0.019
6/12/2009,3,0.021
6/12/2009,4,0.022
6/12/2009,5,0.024
6/12/2009,6,0.025
6/12/2009,7,0.027
6/12/2009,8,0.029
6/12/2009,9,0.031
6/12/2009,10,0.033
6/12/2009,11,0.035
6/12/2009,12,0.037
6/12/2009,13,0.040
6/12/2009,14,0.043
6/12/2009,15,0.045
6/12/2009,16,0.048
6/12/2009,17,0.052
6/12/2009,18,0.055
6/12/2009,19,0.059
6/12/2009,20,0.062
6/12/2009,21,0.066
6/12/2009,22,0.071
6/12/2009,23,0.075
6/12/2009,24,0.080
6/13/2009,1,0.018
6/13/2009,2,0.019
6/13/2009,3,0.021
6/13/2009,4,0.022
6/13/2009,5,0.024
6/13/2009,6,0.025
6/13/2009,7,0.027
6/13/2009,8,0.029
6/13/2009,9,0.031
6/13/2009,10,0.033
6/13/2009,11,0.035
6/13/2009,12,0.037
6/13/2009,13,0.040
6/13/2009,14,0.043
6/13/2009,15,0.045
6/13/2009,16,0.048
6/13/2009,17,0.052
6/13/2009,18,0.055
6/13/2009,19,0.058
6/13/2009,20,0.062
6/13/2009,21,0.066
6/13/2009,22,0.071
6/13/2009,23,0.075
6/13/2009,24,0.080
6/14/2009,1,0.018
6/14/2009,2,0.020
6/14/2009,3,0.021
6/14/2009,4,0.022
6/14/2009,5,0.024
6/14/2009,6,0.025
6/14/2009,7,0.027
6/14/2009,8,0.029
6/14/2009,9,0.031
6/14/2009,10,0.033
6/14/2009,11,0.035
6/14/2009,12,0.038
6/14/2009,13,0.040
6/14/2009,14,0.043
6/14/2009,15,0.046
6/14/2009,16,0.049
6/14/2009,17,0.052
6/14/2009,18,0.055
6/14/2009,19,0.059
6/14/2009,20,0.063
6/14/2009,21,0.067
6/14/2009,22,0.071
6/14/2009,23,0.076
6/14/2009,24,0.080
6/15/2009,1,0.018
6/15/2009,2,0.020
6/15/2009,3,0.021
6/15/2009,4,0.022
6/15/2009,5,0.024
6/15/2009,6,0.025
6/15/2009,7,0.027
6/15/2009,8,0.029
6/15/2009,9,0.031
6/15/2009,10,0.033
6/15/2009,11,0.035
6/15/2009,12,0.038
6/15/2009,13,0.040
6/15/2009,14,0.043
6/15/2009,15,0.046
6/15/2009,16,0.049
6/15/2009,17,0.052
6/15/2009,18,0.055
6/15/2009,19,0.059
6/15/2009,20,0.063
6/15/2009,21,0.067
6/15/2009,22,0.071
6/15/2009,23,0.075
6/15/2009,24,0.080
6/16/2009,1,0.018
6/16/2009,2,0.020
6/16/2009,3,0.021
6/16/2009,4,0.022
6/16/2009,5,0.024
6/16/2009,6,0.025
6/16/2009,7,0.027
6/16/2009,8,0.029
6/16/2009,9,0.031
6/16/2009,10,0.033
6/16/2009,11,0.035
6/16/2009,12,0.038
6/16/2009,13,0.040
6/16/2009,14,0.043
6/16/2009,15,0.046
6/16/2009,16,0.049
6/16/2009,17,0.052
6/16/2009,18,0.055
6/16/2009,19,0.059
6/16/2009,20,0.063
6/16/2009,21,0.067
6/16/2009,22,0.071
6/16/2009,23,0.075
6/16/2009,24,0.080
6/17/2009,1,0.018
6/17/2009,2,0.020
6/17/2009,3,0.021
6/17/2009,4,0.022
6/17/2009,5,0.024
6/17/2009,6,0.025
6/17/2009,7,0.027
6/17/2009,8,0.029
6/17/2009,9,0.031
6/17/2009,10,0.033
6/17/2009,11,0.035
6/17/2009,12,0.037
6/17/2009,13,0.040
6/17/2009,14,0.043
6/17/2009,15,0.045
6/17/2009,16,0.048
6/17/2009,17,0.052
6/17/2009,18,0.055
6/17/2009,19,0.059
6/17/2009,20,0.062
6/17/2009,21,0.067
6/17/2009,22,0.071
6/17/2009,23,0.075
6/17/2009,24,0.080
6/18/2009,1,0.018
6/18/2009,2,0.020
6/18/2009,3,0.021
6/18/2009,4,0.022
6/18/2009,5,0.024
6/18/2009,6,0.025
6/18/2009,7,0.027
6/18/2009,8,0.029
6/18/2009,9,0.031
6/18/2009,10,0.033
6/18/2009,11,0.035
6/18/2009,12,0.037
6/18/2009,13,0.040
6/18/2009,14,0.043
6/18/2009,15,0.045
6/18/2009,16,0.048
6/18/2009,17,0.052
6/18/2009,18,0.055
6/18/2009,19,0.059
6/18/2009,20,0.062
6/18/2009,21,0.066
6/18/2009,22,0.071
6/18/2009,23,0.075
6/18/2009,24,0.080
6/19/2009,1,0.018
6/19/2009,2,0.019
6/19/2009,3,0.021
6/19/2009,4,0.022
6/19/2009,5,0.024
6/19/2009,6,0.025
6/19/2009,7,0.027
6/19/2009,8,0.029
6/19/2009,9,0.031
6/19/2009,10,0.033
6/19/2009,11,0.035
6/19/2009,12,0.037
6/19/2009,13,0.040
6/19/2009,14,0.043
6/19/2009,15,0.045
6/19/2009,16,0.048
6/19/2009,17,0.052
6/19/2009,18,0.055
6/19/2009,19,0.059
6/19/2009,20,0.062
6/19/2009,21,0.066
6/19/2009,22,0.071
6/19/2009,23,0.075
6/19/2009,24,0.080
6/20/2009,1,0.018
6/20/2009,2,0.019
6/20/2009,3,0.021
6/20/2009,4,0.022
6/20/2009,5,0.024
6/20/2009,6,0.025
6/20/2009,7,0.027
6/20/2009,8,0.029
6/20/2009,9,0.031
6/20/2009,10,0.033
6/20/2009,11,0.035
6/20/2009,12,0.037
6/20/2009,13,0.040
6/20/2009,14,0.043
6/20/2009,15,0.045
6/20/2009,16,0.048
6/20/2009,17,0.052
6/20/2009,18,0.055
6/20/2009,19,0.058
6/20/2009,20,0.062
6/20/2009,21,0.066
6/20/2009,22,0.071
6/20/2009,23,0.075
6/20/2009,24,0.080
6/21/2009,1,0.018
6/21/2009,2,0.020
6/21/2009,3,0.021
6/21/2009,4,0.022
6/21/2009,5,0.024
6/21/2009,6,0.025
6/21/2009,7,0.027
6/21/2009,8,0.029
6/21/2009,9,0.031
6/21/2009,10,0.033
6/21/2009,11,0.035
6/21/2009,12,0.038
6/21/2009,13,0.040
6/21/2009,14,0.043
6/21/2009,15,0.046
6/21/2009,16,0.049
6/21/2009,17,0.052
6/21/2009,18,0.055
6/21/2009,19,0.059
6/21/2009,20,0.063
6/21/2009,21,0.067
6/21/2009,22,0.071
6/21/2009,23,0.076
6/21/2009,24,0.080
6/22/2009,1,0.018
6/22/2009,2,0.020
6/22/2009,3,0.021
6/22/2009,4,0.022
6/22/2009,5,0.024
6/22/2009,6,0.025
6/22/2009,7,0.027
6/22/2009,8,0.029
6/22/2009,9,0.031
6/22/2009,10,0.033
6/22/2009,11,0.035
6/22/2009,12,0.038
6/22/2009,13,0.040
6/22/2009,14,0.043
6/22/2009,15,0.046
6/22/2009,16,0.049
6/22/2009,17,0.052
6/22/2009,18,0.055
6/22/2009,19,0.059
6/22/2009,20,0.063
6/22/2009,21,0.067
6/22/2009,22,0.071
6/22/2009,23,0.075
6/22/2009,24,0.080
6/23/2009,1,0.018
6/23/2009,2,0.020
6/23/2009,3,0.021
6/23/2009,4,0.022
6/23/2009,5,0.024
6/23/2009,6,0.025
6/23/2009,7,0.027
6/23/2009,8,0.029
6/23/2009,9,0.031
6/23/2009,10,0.033
6/23/2009,11,0.035
6/23/2009,12,0.038
6/23/2009,13,0.040
6/23/2009,14,0.043
6/23/2009,15,0.046
6/23/2009,16,0.049
6/23/2009,17,0.052
6/23/2009,18,0.055
6/23/2009,19,0.059
6/23/2009,20,0.063
6/23/2009,21,0.067
6/23/2009,22,0.071
6/23/2009,23,0.075
6/23/2009,24,0.080
6/24/2009,1,0.018
6/24/2009,2,0.020
6/24/2009,3,0.021
6/24/2009,4,0.022
6/24/2009,5,0.024
6/24/2009,6,0.025
6/24/2009,7,0.027
6/24/2009,8,0.029
6/24/2009,9,0.031
6/24/2009,10,0.033
6/24/2009,11,0.035
6/24/2009,12,0.037
6/24/2009,13,0.040
6/24/2009,14,0.043
6/24/2009,15,0.045
6/24/2009,16,0.048
6/24/2009,17,0.052
6/24/2009,18,0.055
6/24/2009,19,0.059
6/24/2009,20,0.062
6/24/2009,21,0.067
6/24/2009,22,0.071
6/24/2009,23,0.075
6/24/2009,24,0.080
6/25/2009,1,0.018
6/25/2009,2,0.020
6/25/2009,3,0.021
6/25/2009,4,0.022
6/25/2009,5,0.024
6/25/2009,6,0.025
6/25/2009,7,0.027
6/25/2009,8,0.029
6/25/2009,9,0.031
6/25/2009,10,0.033
6/25/2009,11,0.035
6/25/2009,12,0.037
6/25/2009,13,0.040
6/25/2009,14,0.043
6/25/2009,15,0.045
6/25/2009,16,0.048
6/25/2009,17,0.052
6/25/2009,18,0.055
6/25/2009,19,0.059
6/25/2009,20,0.062
6/25/2009,21,0.066
6/25/2009,22,0.071
6/25/2009,23,0.075
6/25/2009,24,0.080
6/26/2009,1,0.018
6/26/2009,2,0.019
6/26/2009,3,0.021
6/26/2009,4,0.022
6/26/2009,5,0.024
6/26/2009,6,0.025
6/26/2009,7,0.027
6/26/2009,8,0.029
6/26/2009,9,0.031
6/26/2009,10,0.033
6/26/2009,11,0.035
6/26/2009,12,0.037
6/26/2009,13,0.040
6/26/2009,14,0.043
6/26/2009,15,0.045
6/26/2009,16,0.048
6/26/2009,17,0.052
6/26/2009,18,0.055
6/26/2009,19,0.059
6/26/2009,20,0.062
6/26/2009,21,0.066
6/26/2009,22,0.071
6/26/2009,23,0.075
6/26/2009,24,0.080
6/27/2009,1,0.018
6/27/2009,2,0.019
6/27/2009,3,0.021
6/27/2009,4,0.022
6/27/2009,5,0.024
6/27/2009,6,0.025
6/27/2009,7,0.027
6/27/2009,8,0.029
6/27/2009,9,0.031
6/27/2009,10,0.033
6/27/2009,11,0.035
6/27/2009,12,0.037
6/27/2009,13,0.040
6/27/2009,14,0.043
6/27/2009,15,0.045
6/27/2009,16,0.048
6/27/2009,17,0.052
6/27/2009,18,0.055
6/27/2009,19,0.058
6/27/2009,20,0.062
6/27/2009,21,0.066
6/27/2009,22,0.071
6/27/2009,23,0.075
6/27/2009,24,0.080
6/28/2009,1,0.018
6/28/2009,2,0.020
6/28/2009,3,0.021
6/28/2009,4,0.022
6/28/2009,5,0.024
6/28/2009,6,0.025
6/28/2009,7,0.027
6/28/2009,8,0.029
6/28/2009,9,0.031
6/28/2009,10,0.033
6/28/2009,11,0.035
6/28/2009,12,0.038
6/28/2009,13,0.040
6/28/2009,14,0.043
6/28/2009,15,0.046
6/28/2009,16,0.049
6/28/2009,17,0.052
6/28/2009,18,0.055
6/28/2009,19,0.059
6/28/2009,20,0.063
6/28/2009,21,0.067
6/28/2009,22,0.071
6/28/2009,23,0.076
6/28/2009,24,0.080
6/29/2009,1,0.018
6/29/2009,2,0.020
6/29/2009,3,0.021
6/29/2009,4,0.022
