Trend,Date,Hour,Load,Peak
40760,8/26/2009,9,,
40761,8/26/2009,10,,
40762,8/26/2009,11,,
40763,8/26/2009,12,,
40764,8/26/2009,13,,
40765,8/26/2009,14,,
40766,8/26/2009,15,,
40767,8/26/2009,16,,
40768,8/26/2009,17,,
40769,8/26/2009,18,,
40770,8/26/2009,19,,
40771,8/26/2009,20,,
40772,8/26/2009,21,,
40773,8/26/2009,22,,
40774,8/26/2009,23,,
40775,8/26/2009,24,,
40776,8/27/2009,1,,
40777,8/27/2009,2,,
40778,8/27/2009,3,,
40779,8/27/2009,4,,
40780,8/27/2009,5,,
40781,8/27/2009,6,,
40782,8/27/2009,7,,
40783,8/27/2009,8,,
40784,8/27/2009,9,,
40785,8/27/2009,10,,
40786,8/27/2009,11,,
40787,8/27/2009,12,,
40788,8/27/2009,13,,
40789,8/27/2009,14,,
40790,8/27/2009,15,,
40791,8/27/2009,16,,
40792,8/27/2009,17,,
40793,8/27/2009,18,,
40794,8/27/2009,19,,
40795,8/27/2009,20,,
40796,8/27/2009,21,,
40797,8/27/2009,22,,
40798,8/27/2009,23,,
40799,8/27/2009,24,,
40800,8/28/2009,1,,
40801,8/28/2009,2,,
40802,8/28/2009,3,,
40803,8/28/2009,4,,
40804,8/28/2009,5,,
40805,8/28/2009,6,,
40806,8/28/2009,7,,
40807,8/28/2009,8,,
40808,8/28/2009,9,,
40809,8/28/2009,10,,
40810,8/28/2009,11,,
40811,8/28/2009,12,,
40812,8/28/2009,13,,
40813,8/28/2009,14,,
40814,8/28/2009,15,,
40815,8/28/2009,16,,
40816,8/28/2009,17,,
40817,8/28/2009,18,,
40818,8/28/2009,19,,
40819,8/28/2009,20,,
40820,8/28/2009,21,,
40821,8/28/2009,22,,
40822,8/28/2009,23,,
40823,8/28/2009,24,,
40824,8/29/2009,1,,
40825,8/29/2009,2,,
40826,8/29/2009,3,,
40827,8/29/2009,4,,
40828,8/29/2009,5,,
40829,8/29/2009,6,,
40830,8/29/2009,7,,
40831,8/29/2009,8,,
40832,8/29/2009,9,,
40833,8/29/2009,10,,
40834,8/29/2009,11,,
40835,8/29/2009,12,,
40836,8/29/2009,13,,
40837,8/29/2009,14,,
40838,8/29/2009,15,,
40839,8/29/2009,16,,
40840,8/29/2009,17,,
40841,8/29/2009,18,,
40842,8/29/2009,19,,
40843,8/29/2009,20,,
40844,8/29/2009,21,,
40845,8/29/2009,22,,
40846,8/29/2009,23,,
40847,8/29/2009,24,,
40848,8/30/2009,1,,
40849,8/30/2009,2,,
40850,8/30/2009,3,,
40851,8/30/2009,4,,
40852,8/30/2009,5,,
40853,8/30/2009,6,,
40854,8/30/2009,7,,
40855,8/30/2009,8,,
40856,8/30/2009,9,,
40857,8/30/2009,10,,
40858,8/30/2009,11,,
40859,8/30/2009,12,,
40860,8/30/2009,13,,
40861,8/30/2009,14,,
40862,8/30/2009,15,,
40863,8/30/2009,16,,
40864,8/30/2009,17,,
40865,8/30/2009,18,,
40866,8/30/2009,19,,
40867,8/30/2009,20,,
40868,8/30/2009,21,,
40869,8/30/2009,22,,
40870,8/30/2009,23,,
40871,8/30/2009,24,,
40872,8/31/2009,1,,
40873,8/31/2009,2,,
40874,8/31/2009,3,,
40875,8/31/2009,4,,
40876,8/31/2009,5,,
40877,8/31/2009,6,,
40878,8/31/2009,7,,
40879,8/31/2009,8,,
40880,8/31/2009,9,,
40881,8/31/2009,10,,
40882,8/31/2009,11,,
40883,8/31/2009,12,,
40884,8/31/2009,13,,
40885,8/31/2009,14,,
40886,8/31/2009,15,,
40887,8/31/2009,16,,
40888,8/31/2009,17,,
40889,8/31/2009,18,,
40890,8/31/2009,19,,
40891,8/31/2009,20,,
40892,8/31/2009,21,,
40893,8/31/2009,22,,
40894,8/31/2009,23,,
40895,8/31/2009,24,,
40896,9/1/2009,1,,
40897,9/1/2009,2,,
40898,9/1/2009,3,,
40899,9/1/2009,4,,
40900,9/1/2009,5,,
40901,9/1/2009,6,,
40902,9/1/2009,7,,
40903,9/1/2009,8,,
40904,9/1/2009,9,,
40905,9/1/2009,10,,
40906,9/1/2009,11,,
40907,9/1/2009,12,,
40908,9/1/2009,13,,
40909,9/1/2009,14,,
40910,9/1/2009,15,,
40911,9/1/2009,16,,
40912,9/1/2009,17,,
40913,9/1/2009,18,,
40914,9/1/2009,19,,
40915,9/1/2009,20,,
40916,9/1/2009,21,,
40917,9/1/2009,22,,
40918,9/1/2009,23,,
40919,9/1/2009,24,,
40920,9/2/2009,1,,
40921,9/2/2009,2,,
40922,9/2/2009,3,,
40923,9/2/2009,4,,
40924,9/2/2009,5,,
40925,9/2/2009,6,,
40926,9/2/2009,7,,
40927,9/2/2009,8,,
40928,9/2/2009,9,,
40929,9/2/2009,10,,
40930,9/2/2009,11,,
40931,9/2/2009,12,,
40932,9/2/2009,13,,
40933,9/2/2009,14,,
40934,9/2/2009,15,,
40935,9/2/2009,16,,
40936,9/2/2009,17,,
40937,9/2/2009,18,,
40938,9/2/2009,19,,
40939,9/2/2009,20,,
40940,9/2/2009,21,,
40941,9/2/2009,22,,
40942,9/2/2009,23,,
40943,9/2/2009,24,,
40944,9/3/2009,1,,
40945,9/3/2009,2,,
40946,9/3/2009,3,,
40947,9/3/2009,4,,
40948,9/3/2009,5,,
40949,9/3/2009,6,,
40950,9/3/2009,7,,
40951,9/3/2009,8,,
40952,9/3/2009,9,,
40953,9/3/2009,10,,
40954,9/3/2009,11,,
40955,9/3/2009,12,,
40956,9/3/2009,13,,
40957,9/3/2009,14,,
40958,9/3/2009,15,,
40959,9/3/2009,16,,
40960,9/3/2009,17,,
40961,9/3/2009,18,,
40962,9/3/2009,19,,
40963,9/3/2009,20,,
40964,9/3/2009,21,,
40965,9/3/2009,22,,
40966,9/3/2009,23,,
40967,9/3/2009,24,,
40968,9/4/2009,1,,
40969,9/4/2009,2,,
40970,9/4/2009,3,,
40971,9/4/2009,4,,
40972,9/4/2009,5,,
40973,9/4/2009,6,,
40974,9/4/2009,7,,
40975,9/4/2009,8,,
40976,9/4/2009,9,,
40977,9/4/2009,10,,
40978,9/4/2009,11,,
40979,9/4/2009,12,,
40980,9/4/2009,13,,
40981,9/4/2009,14,,
40982,9/4/2009,15,,
40983,9/4/2009,16,,
40984,9/4/2009,17,,
40985,9/4/2009,18,,
40986,9/4/2009,19,,
40987,9/4/2009,20,,
40988,9/4/2009,21,,
40989,9/4/2009,22,,
40990,9/4/2009,23,,
40991,9/4/2009,24,,
40992,9/5/2009,1,,
40993,9/5/2009,2,,
40994,9/5/2009,3,,
40995,9/5/2009,4,,
40996,9/5/2009,5,,
40997,9/5/2009,6,,
40998,9/5/2009,7,,
40999,9/5/2009,8,,
41000,9/5/2009,9,,
41001,9/5/2009,10,,
41002,9/5/2009,11,,
41003,9/5/2009,12,,
41004,9/5/2009,13,,
41005,9/5/2009,14,,
41006,9/5/2009,15,,
41007,9/5/2009,16,,
41008,9/5/2009,17,,
41009,9/5/2009,18,,
41010,9/5/2009,19,,
41011,9/5/2009,20,,
41012,9/5/2009,21,,
41013,9/5/2009,22,,
41014,9/5/2009,23,,
41015,9/5/2009,24,,
41016,9/6/2009,1,,
41017,9/6/2009,2,,
41018,9/6/2009,3,,
41019,9/6/2009,4,,
41020,9/6/2009,5,,
41021,9/6/2009,6,,
41022,9/6/2009,7,,
41023,9/6/2009,8,,
41024,9/6/2009,9,,
41025,9/6/2009,10,,
41026,9/6/2009,11,,
41027,9/6/2009,12,,
41028,9/6/2009,13,,
41029,9/6/2009,14,,
41030,9/6/2009,15,,
41031,9/6/2009,16,,
41032,9/6/2009,17,,
41033,9/6/2009,18,,
41034,9/6/2009,19,,
41035,9/6/2009,20,,
41036,9/6/2009,21,,
41037,9/6/2009,22,,
41038,9/6/2009,23,,
41039,9/6/2009,24,,
41040,9/7/2009,1,,
41041,9/7/2009,2,,
41042,9/7/2009,3,,
41043,9/7/2009,4,,
41044,9/7/2009,5,,
41045,9/7/2009,6,,
41046,9/7/2009,7,,
41047,9/7/2009,8,,
41048,9/7/2009,9,,
41049,9/7/2009,10,,
41050,9/7/2009,11,,
41051,9/7/2009,12,,
41052,9/7/2009,13,,
41053,9/7/2009,14,,
41054,9/7/2009,15,,
41055,9/7/2009,16,,
41056,9/7/2009,17,,
41057,9/7/2009,18,,
41058,9/7/2009,19,,
41059,9/7/2009,20,,
41060,9/7/2009,21,,
41061,9/7/2009,22,,
41062,9/7/2009,23,,
41063,9/7/2009,24,,
41064,9/8/2009,1,,
41065,9/8/2009,2,,
41066,9/8/2009,3,,
41067,9/8/2009,4,,
41068,9/8/2009,5,,
41069,9/8/2009,6,,
41070,9/8/2009,7,,
41071,9/8/2009,8,,
41072,9/8/2009,9,,
41073,9/8/2009,10,,
41074,9/8/2009,11,,
41075,9/8/2009,12,,
41076,9/8/2009,13,,
41077,9/8/2009,14,,
41078,9/8/2009,15,,
41079,9/8/2009,16,,
41080,9/8/2009,17,,
41081,9/8/2009,18,,
41082,9/8/2009,19,,
41083,9/8/2009,20,,
41084,9/8/2009,21,,
41085,9/8/2009,22,,
41086,9/8/2009,23,,
41087,9/8/2009,24,,
41088,9/9/2009,1,,
41089,9/9/2009,2,,
41090,9/9/2009,3,,
41091,9/9/2009,4,,
41092,9/9/2009,5,,
41093,9/9/2009,6,,
41094,9/9/2009,7,,
41095,9/9/2009,8,,
41096,9/9/2009,9,,
41097,9/9/2009,10,,
41098,9/9/2009,11,,
41099,9/9/2009,12,,
41100,9/9/2009,13,,
41101,9/9/2009,14,,
41102,9/9/2009,15,,
41103,9/9/2009,16,,
41104,9/9/2009,17,,
41105,9/9/2009,18,,
41106,9/9/2009,19,,
41107,9/9/2009,20,,
41108,9/9/2009,21,,
41109,9/9/2009,22,,
41110,9/9/2009,23,,
41111,9/9/2009,24,,
41112,9/10/2009,1,,
41113,9/10/2009,2,,
41114,9/10/2009,3,,
41115,9/10/2009,4,,
41116,9/10/2009,5,,
41117,9/10/2009,6,,
41118,9/10/2009,7,,
41119,9/10/2009,8,,
41120,9/10/2009,9,,
41121,9/10/2009,10,,
41122,9/10/2009,11,,
41123,9/10/2009,12,,
41124,9/10/2009,13,,
41125,9/10/2009,14,,
41126,9/10/2009,15,,
41127,9/10/2009,16,,
41128,9/10/2009,17,,
41129,9/10/2009,18,,
41130,9/10/2009,19,,
41131,9/10/2009,20,,
41132,9/10/2009,21,,
41133,9/10/2009,22,,
41134,9/10/2009,23,,
41135,9/10/2009,24,,
41136,9/11/2009,1,,
41137,9/11/2009,2,,
41138,9/11/2009,3,,
41139,9/11/2009,4,,
41140,9/11/2009,5,,
41141,9/11/2009,6,,
41142,9/11/2009,7,,
41143,9/11/2009,8,,
41144,9/11/2009,9,,
41145,9/11/2009,10,,
41146,9/11/2009,11,,
41147,9/11/2009,12,,
41148,9/11/2009,13,,
41149,9/11/2009,14,,
41150,9/11/2009,15,,
41151,9/11/2009,16,,
41152,9/11/2009,17,,
41153,9/11/2009,18,,
41154,9/11/2009,19,,
41155,9/11/2009,20,,
41156,9/11/2009,21,,
41157,9/11/2009,22,,
41158,9/11/2009,23,,
41159,9/11/2009,24,,
41160,9/12/2009,1,,
41161,9/12/2009,2,,
41162,9/12/2009,3,,
41163,9/12/2009,4,,
41164,9/12/2009,5,,
41165,9/12/2009,6,,
41166,9/12/2009,7,,
41167,9/12/2009,8,,
41168,9/12/2009,9,,
41169,9/12/2009,10,,
41170,9/12/2009,11,,
41171,9/12/2009,12,,
41172,9/12/2009,13,,
41173,9/12/2009,14,,
41174,9/12/2009,15,,
41175,9/12/2009,16,,
41176,9/12/2009,17,,
41177,9/12/2009,18,,
41178,9/12/2009,19,,
41179,9/12/2009,20,,
41180,9/12/2009,21,,
41181,9/12/2009,22,,
41182,9/12/2009,23,,
41183,9/12/2009,24,,
41184,9/13/2009,1,,
41185,9/13/2009,2,,
41186,9/13/2009,3,,
41187,9/13/2009,4,,
41188,9/13/2009,5,,
41189,9/13/2009,6,,
41190,9/13/2009,7,,
41191,9/13/2009,8,,
41192,9/13/2009,9,,
41193,9/13/2009,10,,
41194,9/13/2009,11,,
41195,9/13/2009,12,,
41196,9/13/2009,13,,
41197,9/13/2009,14,,
41198,9/13/2009,15,,
41199,9/13/2009,16,,
41200,9/13/2009,17,,
41201,9/13/2009,18,,
41202,9/13/2009,19,,
41203,9/13/2009,20,,
41204,9/13/2009,21,,
41205,9/13/2009,22,,
41206,9/13/2009,23,,
41207,9/13/2009,24,,
41208,9/14/2009,1,,
41209,9/14/2009,2,,
41210,9/14/2009,3,,
41211,9/14/2009,4,,
41212,9/14/2009,5,,
41213,9/14/2009,6,,
41214,9/14/2009,7,,
41215,9/14/2009,8,,
41216,9/14/2009,9,,
41217,9/14/2009,10,,
41218,9/14/2009,11,,
41219,9/14/2009,12,,
41220,9/14/2009,13,,
41221,9/14/2009,14,,
41222,9/14/2009,15,,
41223,9/14/2009,16,,
41224,9/14/2009,17,,
41225,9/14/2009,18,,
41226,9/14/2009,19,,
41227,9/14/2009,20,,
41228,9/14/2009,21,,
41229,9/14/2009,22,,
41230,9/14/2009,23,,
41231,9/14/2009,24,,
41232,9/15/2009,1,,
41233,9/15/2009,2,,
41234,9/15/2009,3,,
41235,9/15/2009,4,,
41236,9/15/2009,5,,
41237,9/15/2009,6,,
41238,9/15/2009,7,,
41239,9/15/2009,8,,
41240,9/15/2009,9,,
41241,9/15/2009,10,,
41242,9/15/2009,11,,
41243,9/15/2009,12,,
41244,9/15/2009,13,,
41245,9/15/2009,14,,
41246,9/15/2009,15,,
41247,9/15/2009,16,,
41248,9/15/2009,17,,
41249,9/15/2009,18,,
41250,9/15/2009,19,,
41251,9/15/2009,20,,
41252,9/15/2009,21,,
41253,9/15/2009,22,,
41254,9/15/2009,23,,
41255,9/15/2009,24,,
41256,9/16/2009,1,,
41257,9/16/2009,2,,
41258,9/16/2009,3,,
41259,9/16/2009,4,,
41260,9/16/2009,5,,
41261,9/16/2009,6,,
41262,9/16/2009,7,,
41263,9/16/2009,8,,
41264,9/16/2009,9,,
41265,9/16/2009,10,,
41266,9/16/2009,11,,
41267,9/16/2009,12,,
41268,9/16/2009,13,,
41269,9/16/2009,14,,
41270,9/16/2009,15,,
41271,9/16/2009,16,,
41272,9/16/2009,17,,
41273,9/16/2009,18,,
41274,9/16/2009,19,,
41275,9/16/2009,20,,
41276,9/16/2009,21,,
41277,9/16/2009,22,,
41278,9/16/2009,23,,
41279,9/16/2009,24,,
41280,9/17/2009,1,,
41281,9/17/2009,2,,
41282,9/17/2009,3,,
41283,9/17/2009,4,,
41284,9/17/2009,5,,
41285,9/17/2009,6,,
41286,9/17/2009,7,,
41287,9/17/2009,8,,
41288,9/17/2009,9,,
41289,9/17/2009,10,,
41290,9/17/2009,11,,
41291,9/17/2009,12,,
41292,9/17/2009,13,,
41293,9/17/2009,14,,
41294,9/17/2009,15,,
41295,9/17/2009,16,,
41296,9/17/2009,17,,
41297,9/17/2009,18,,
41298,9/17/2009,19,,
41299,9/17/2009,20,,
41300,9/17/2009,21,,
41301,9/17/2009,22,,
41302,9/17/2009,23,,
41303,9/17/2009,24,,
41304,9/18/2009,1,,
41305,9/18/2009,2,,
41306,9/18/2009,3,,
41307,9/18/2009,4,,
41308,9/18/2009,5,,
41309,9/18/2009,6,,
41310,9/18/2009,7,,
41311,9/18/2009,8,,
41312,9/18/2009,9,,
41313,9/18/2009,10,,
41314,9/18/2009,11,,
41315,9/18/2009,12,,
41316,9/18/2009,13,,
41317,9/18/2009,14,,
41318,9/18/2009,15,,
41319,9/18/2009,16,,
41320,9/18/2009,17,,
41321,9/18/2009,18,,
41322,9/18/2009,19,,
41323,9/18/2009,20,,
41324,9/18/2009,21,,
41325,9/18/2009,22,,
41326,9/18/2009,23,,
41327,9/18/2009,24,,
41328,9/19/2009,1,,
41329,9/19/2009,2,,
41330,9/19/2009,3,,
41331,9/19/2009,4,,
41332,9/19/2009,5,,
41333,9/19/2009,6,,
41334,9/19/2009,7,,
41335,9/19/2009,8,,
41336,9/19/2009,9,,
41337,9/19/2009,10,,
41338,9/19/2009,11,,
41339,9/19/2009,12,,
41340,9/19/2009,13,,
41341,9/19/2009,14,,
41342,9/19/2009,15,,
41343,9/19/2009,16,,
41344,9/19/2009,17,,
41345,9/19/2009,18,,
41346,9/19/2009,19,,
41347,9/19/2009,20,,
41348,9/19/2009,21,,
41349,9/19/2009,22,,
41350,9/19/2009,23,,
41351,9/19/2009,24,,
41352,9/20/2009,1,,
41353,9/20/2009,2,,
41354,9/20/2009,3,,
41355,9/20/2009,4,,
41356,9/20/2009,5,,
41357,9/20/2009,6,,
41358,9/20/2009,7,,
41359,9/20/2009,8,,
41360,9/20/2009,9,,
41361,9/20/2009,10,,
41362,9/20/2009,11,,
41363,9/20/2009,12,,
41364,9/20/2009,13,,
41365,9/20/2009,14,,
41366,9/20/2009,15,,
41367,9/20/2009,16,,
41368,9/20/2009,17,,
41369,9/20/2009,18,,
41370,9/20/2009,19,,
41371,9/20/2009,20,,
41372,9/20/2009,21,,
41373,9/20/2009,22,,
41374,9/20/2009,23,,
41375,9/20/2009,24,,
41376,9/21/2009,1,,
41377,9/21/2009,2,,
41378,9/21/2009,3,,
41379,9/21/2009,4,,
41380,9/21/2009,5,,
41381,9/21/2009,6,,
41382,9/21/2009,7,,
41383,9/21/2009,8,,
41384,9/21/2009,9,,
41385,9/21/2009,10,,
41386,9/21/2009,11,,
41387,9/21/2009,12,,
41388,9/21/2009,13,,
41389,9/21/2009,14,,
41390,9/21/2009,15,,
41391,9/21/2009,16,,
41392,9/21/2009,17,,
41393,9/21/2009,18,,
41394,9/21/2009,19,,
41395,9/21/2009,20,,
41396,9/21/2009,21,,
41397,9/21/2009,22,,
41398,9/21/2009,23,,
41399,9/21/2009,24,,
41400,9/22/2009,1,,
41401,9/22/2009,2,,
41402,9/22/2009,3,,
41403,9/22/2009,4,,
41404,9/22/2009,5,,
41405,9/22/2009,6,,
41406,9/22/2009,7,,
41407,9/22/2009,8,,
41408,9/22/2009,9,,
41409,9/22/2009,10,,
41410,9/22/2009,11,,
41411,9/22/2009,12,,
41412,9/22/2009,13,,
41413,9/22/2009,14,,
41414,9/22/2009,15,,
41415,9/22/2009,16,,
41416,9/22/2009,17,,
41417,9/22/2009,18,,
41418,9/22/2009,19,,
41419,9/22/2009,20,,
41420,9/22/2009,21,,
41421,9/22/2009,22,,
41422,9/22/2009,23,,
41423,9/22/2009,24,,
41424,9/23/2009,1,,
41425,9/23/2009,2,,
41426,9/23/2009,3,,
41427,9/23/2009,4,,
41428,9/23/2009,5,,
41429,9/23/2009,6,,
41430,9/23/2009,7,,
41431,9/23/2009,8,,
41432,9/23/2009,9,,
41433,9/23/2009,10,,
41434,9/23/2009,11,,
41435,9/23/2009,12,,
41436,9/23/2009,13,,
41437,9/23/2009,14,,
41438,9/23/2009,15,,
41439,9/23/2009,16,,
41440,9/23/2009,17,,
41441,9/23/2009,18,,
41442,9/23/2009,19,,
41443,9/23/2009,20,,
41444,9/23/2009,21,,
41445,9/23/2009,22,,
41446,9/23/2009,23,,
41447,9/23/2009,24,,
41448,9/24/2009,1,,
41449,9/24/2009,2,,
41450,9/24/2009,3,,
41451,9/24/2009,4,,
41452,9/24/2009,5,,
41453,9/24/2009,6,,
41454,9/24/2009,7,,
41455,9/24/2009,8,,
41456,9/24/2009,9,,
41457,9/24/2009,10,,
41458,9/24/2009,11,,
41459,9/24/2009,12,,
41460,9/24/2009,13,,
41461,9/24/2009,14,,
41462,9/24/2009,15,,
41463,9/24/2009,16,,
41464,9/24/2009,17,,
41465,9/24/2009,18,,
41466,9/24/2009,19,,
41467,9/24/2009,20,,
41468,9/24/2009,21,,
41469,9/24/2009,22,,
41470,9/24/2009,23,,
41471,9/24/2009,24,,
41472,9/25/2009,1,,
41473,9/25/2009,2,,
41474,9/25/2009,3,,
41475,9/25/2009,4,,
41476,9/25/2009,5,,
41477,9/25/2009,6,,
41478,9/25/2009,7,,
41479,9/25/2009,8,,
41480,9/25/2009,9,,
41481,9/25/2009,10,,
41482,9/25/2009,11,,
41483,9/25/2009,12,,
41484,9/25/2009,13,,
41485,9/25/2009,14,,
41486,9/25/2009,15,,
41487,9/25/2009,16,,
41488,9/25/2009,17,,
41489,9/25/2009,18,,
41490,9/25/2009,19,,
41491,9/25/2009,20,,
41492,9/25/2009,21,,
41493,9/25/2009,22,,
41494,9/25/2009,23,,
41495,9/25/2009,24,,
41496,9/26/2009,1,,
41497,9/26/2009,2,,
41498,9/26/2009,3,,
41499,9/26/2009,4,,
41500,9/26/2009,5,,
41501,9/26/2009,6,,
41502,9/26/2009,7,,
41503,9/26/2009,8,,
41504,9/26/2009,9,,
41505,9/26/2009,10,,
41506,9/26/2009,11,,
41507,9/26/2009,12,,
41508,9/26/2009,13,,
41509,9/26/2009,14,,
41510,9/26/2009,15,,
41511,9/26/2009,16,,
41512,9/26/2009,17,,
41513,9/26/2009,18,,
41514,9/26/2009,19,,
41515,9/26/2009,20,,
41516,9/26/2009,21,,
41517,9/26/2009,22,,
41518,9/26/2009,23,,
41519,9/26/2009,24,,
41520,9/27/2009,1,,
41521,9/27/2009,2,,
41522,9/27/2009,3,,
41523,9/27/2009,4,,
41524,9/27/2009,5,,
41525,9/27/2009,6,,
41526,9/27/2009,7,,
41527,9/27/2009,8,,
41528,9/27/2009,9,,
41529,9/27/2009,10,,
41530,9/27/2009,11,,
41531,9/27/2009,12,,
41532,9/27/2009,13,,
41533,9/27/2009,14,,
41534,9/27/2009,15,,
41535,9/27/2009,16,,
41536,9/27/2009,17,,
41537,9/27/2009,18,,
41538,9/27/2009,19,,
41539,9/27/2009,20,,
41540,9/27/2009,21,,
41541,9/27/2009,22,,
41542,9/27/2009,23,,
41543,9/27/2009,24,,
41544,9/28/2009,1,,
41545,9/28/2009,2,,
41546,9/28/2009,3,,
41547,9/28/2009,4,,
41548,9/28/2009,5,,
41549,9/28/2009,6,,
41550,9/28/2009,7,,
41551,9/28/2009,8,,
41552,9/28/2009,9,,
41553,9/28/2009,10,,
41554,9/28/2009,11,,
41555,9/28/2009,12,,
41556,9/28/2009,13,,
41557,9/28/2009,14,,
41558,9/28/2009,15,,
41559,9/28/2009,16,,
41560,9/28/2009,17,,
41561,9/28/2009,18,,
41562,9/28/2009,19,,
41563,9/28/2009,20,,
41564,9/28/2009,21,,
41565,9/28/2009,22,,
41566,9/28/2009,23,,
41567,9/28/2009,24,,
41568,9/29/2009,1,,
41569,9/29/2009,2,,
41570,9/29/2009,3,,
41571,9/29/2009,4,,
41572,9/29/2009,5,,
41573,9/29/2009,6,,
41574,9/29/2009,7,,
41575,9/29/2009,8,,
41576,9/29/2009,9,,
41577,9/29/2009,10,,
41578,9/29/2009,11,,
41579,9/29/2009,12,,
41580,9/29/2009,13,,
41581,9/29/2009,14,,
41582,9/29/2009,15,,
41583,9/29/2009,16,,
41584,9/29/2009,17,,
41585,9/29/2009,18,,
41586,9/29/2009,19,,
41587,9/29/2009,20,,
41588,9/29/2009,21,,
41589,9/29/2009,22,,
41590,9/29/2009,23,,
41591,9/29/2009,24,,
41592,9/30/2009,1,,
41593,9/30/2009,2,,
41594,9/30/2009,3,,
41595,9/30/2009,4,,
41596,9/30/2009,5,,
41597,9/30/2009,6,,
41598,9/30/2009,7,,
41599,9/30/2009,8,,
41600,9/30/2009,9,,
41601,9/30/2009,10,,
41602,9/30/2009,11,,
41603,9/30/2009,12,,
41604,9/30/2009,13,,
41605,9/30/2009,14,,
41606,9/30/2009,15,,
41607,9/30/2009,16,,
41608,9/30/2009,17,,
41609,9/30/2009,18,,
41610,9/30/2009,19,,
41611,9/30/2009,20,,
41612,9/30/2009,21,,
41613,9/30/2009,22,,
41614,9/30/2009,23,,
41615,9/30/2009,24,,
41616,10/1/2009,1,,
41617,10/1/2009,2,,
41618,10/1/2009,3,,
41619,10/1/2009,4,,
41620,10/1/2009,5,,
41621,10/1/2009,6,,
41622,10/1/2009,7,,
41623,10/1/2009,8,,
41624,10/1/2009,9,,
41625,10/1/2009,10,,
41626,10/1/2009,11,,
41627,10/1/2009,12,,
41628,10/1/2009,13,,
41629,10/1/2009,14,,
41630,10/1/2009,15,,
41631,10/1/2009,16,,
41632,10/1/2009,17,,
41633,10/1/2009,18,,
41634,10/1/2009,19,,
41635,10/1/2009,20,,
41636,10/1/2009,21,,
41637,10/1/2009,22,,
41638,10/1/2009,23,,
41639,10/1/2009,24,,
41640,10/2/2009,1,,
41641,10/2/2009,2,,
41642,10/2/2009,3,,
41643,10/2/2009,4,,
41644,10/2/2009,5,,
41645,10/2/2009,6,,
41646,10/2/2009,7,,
41647,10/2/2009,8,,
41648,10/2/2009,9,,
41649,10/2/2009,10,,
41650,10/2/2009,11,,
41651,10/2/2009,12,,
41652,10/2/2009,13,,
41653,10/2/2009,14,,
41654,10/2/2009,15,,
41655,10/2/2009,16,,
41656,10/2/2009,17,,
41657,10/2/2009,18,,
41658,10/2/2009,19,,
41659,10/2/2009,20,,
41660,10/2/2009,21,,
41661,10/2/2009,22,,
41662,10/2/2009,23,,
41663,10/2/2009,24,,
41664,10/3/2009,1,,
41665,10/3/2009,2,,
41666,10/3/2009,3,,
41667,10/3/2009,4,,
41668,10/3/2009,5,,
41669,10/3/2009,6,,
41670,10/3/2009,7,,
41671,10/3/2009,8,,
41672,10/3/2009,9,,
41673,10/3/2009,10,,
41674,10/3/2009,11,,
41675,10/3/2009,12,,
41676,10/3/2009,13,,
41677,10/3/2009,14,,
41678,10/3/2009,15,,
41679,10/3/2009,16,,
41680,10/3/2009,17,,
41681,10/3/2009,18,,
41682,10/3/2009,19,,
41683,10/3/2009,20,,
41684,10/3/2009,21,,
41685,10/3/2009,22,,
41686,10/3/2009,23,,
41687,10/3/2009,24,,
41688,10/4/2009,1,,
41689,10/4/2009,2,,
41690,10/4/2009,3,,
41691,10/4/2009,4,,
41692,10/4/2009,5,,
41693,10/4/2009,6,,
41694,10/4/2009,7,,
41695,10/4/2009,8,,
41696,10/4/2009,9,,
41697,10/4/2009,10,,
41698,10/4/2009,11,,
41699,10/4/2009,12,,
41700,10/4/2009,13,,
41701,10/4/2009,14,,
41702,10/4/2009,15,,
41703,10/4/2009,16,,
41704,10/4/2009,17,,
41705,10/4/2009,18,,
41706,10/4/2009,19,,
41707,10/4/2009,20,,
41708,10/4/2009,21,,
41709,10/4/2009,22,,
41710,10/4/2009,23,,
41711,10/4/2009,24,,
41712,10/5/2009,1,,
41713,10/5/2009,2,,
41714,10/5/2009,3,,
41715,10/5/2009,4,,
41716,10/5/2009,5,,
41717,10/5/2009,6,,
41718,10/5/2009,7,,
41719,10/5/2009,8,,
41720,10/5/2009,9,,
41721,10/5/2009,10,,
41722,10/5/2009,11,,
41723,10/5/2009,12,,
41724,10/5/2009,13,,
41725,10/5/2009,14,,
41726,10/5/2009,15,,
41727,10/5/2009,16,,
41728,10/5/2009,17,,
41729,10/5/2009,18,,
41730,10/5/2009,19,,
41731,10/5/2009,20,,
41732,10/5/2009,21,,
41733,10/5/2009,22,,
41734,10/5/2009,23,,
41735,10/5/2009,24,,
41736,10/6/2009,1,,
41737,10/6/2009,2,,
41738,10/6/2009,3,,
41739,10/6/2009,4,,
41740,10/6/2009,5,,
41741,10/6/2009,6,,
41742,10/6/2009,7,,
41743,10/6/2009,8,,
41744,10/6/2009,9,,
41745,10/6/2009,10,,
41746,10/6/2009,11,,
41747,10/6/2009,12,,
41748,10/6/2009,13,,
41749,10/6/2009,14,,
41750,10/6/2009,15,,
41751,10/6/2009,16,,
41752,10/6/2009,17,,
41753,10/6/2009,18,,
41754,10/6/2009,19,,
41755,10/6/2009,20,,
41756,10/6/2009,21,,
41757,10/6/2009,22,,
